Feature 1,Feature 2,True Anomaly,LOF_Score,IF_Score
1.6789039263416061,1.301808062594439,Normal,1.4113978958263242,0.5695826956444225
-0.058930630528781454,-0.11692129996754054,Normal,0.9859209429463938,0.37832516356189294
-0.2752761359568041,-0.6322293498970527,Normal,1.031424054023795,0.3956613178955597
0.47470746124350527,-1.3771009892257344,Normal,1.0260957676674693,0.4584465439019396
-0.459261245825942,-0.0044659865765918775,Normal,0.98618219086057,0.38799950980927406
1.5186349741742096,0.7588330005117974,Normal,1.108241189834974,0.5010747678783007
-1.4574156147230233,0.038867377467759937,Normal,1.0910736021230119,0.45343070592102575
-0.9299290513789273,-0.5649257323337917,Normal,1.0555474919772467,0.41841124744425034
-0.5609008025372235,0.19371141561799152,Normal,0.9835516582674636,0.39016220687976955
0.9991485774961536,-0.8060445517652298,Normal,1.061691777824949,0.43661375104527433
0.19320580331049977,-0.31249613101280566,Normal,0.9897019321477035,0.3851762068561674
-0.1781231146514454,-0.8363839341245094,Normal,0.979734840575345,0.3997807680589801
0.33936799053999145,0.10000792984036831,Normal,1.0015258562119338,0.3867595538721826
-0.2128008883221149,0.36345250331195394,Normal,1.011843313886929,0.3904474831176229
0.010506628572993492,0.47396990928096805,Normal,1.0009539639261988,0.38405305356396724
-0.14894696212814434,0.16471713750555822,Normal,0.993223064899038,0.3806766849679196
0.9823713099669101,-1.7767166376642765,Normal,1.3070234145523885,0.5421344316643179
0.05426458044850136,-0.10713991183701399,Normal,0.9917923372163221,0.38283927545210217
0.79126729264504,1.852115165236414,Normal,1.2043929342536024,0.5543977531464321
0.2902310974008278,0.6172276222646573,Normal,1.0047832556811813,0.40247577539197016
-0.6393215671389617,-0.5012665153569493,Normal,0.9926820986596987,0.40564973260549547
-0.0672777576995601,1.2383649892077853,Normal,1.0115830668882724,0.45533632894655585
0.5235524219609322,-0.459745715251261,Normal,1.0024783258474415,0.40166670221248296
-0.021836601333062387,-0.4936537378220762,Normal,1.0028343868938845,0.39012378063323777
1.3567244861189833,-0.47855899515224204,Normal,1.0644313086192485,0.4513110891697175
0.660878235514181,0.28896826543256454,Normal,0.9829299153220887,0.393706364145755
1.223807581592377,0.29874068952978017,Normal,0.9897229076645507,0.43359992565705774
-0.48815568469069526,-0.12120956575113111,Normal,1.0222482868330354,0.3905436218378128
0.19987558484715715,0.5606171592217206,Normal,1.0015432503391157,0.39990071634443786
-0.5551733590343438,0.39932527162732756,Normal,1.0217344687185115,0.39588296523379024
2.1171845529504907,-0.06197399128429289,Normal,1.3115179736174012,0.5628999999154336
0.5123824503464431,0.6585324154376728,Normal,1.057599492115869,0.40755643739568465
-0.91739219704023,0.7376008089324642,Normal,1.0805150167317763,0.44768779751957993
-0.7297015361589617,-1.253164622773692,Normal,0.9809403013678306,0.4515799290075894
0.5340006727653009,-1.0174130403769108,Normal,1.0426942256679899,0.4321425495262881
1.0987137362856354,0.41201176664543654,Normal,0.9835464282501103,0.4244079641014536
0.8040661517528035,-0.5196722362057172,Normal,0.9707581105730482,0.42083936104835656
0.20638737713080604,-0.44350496954540974,Normal,0.9808250268787747,0.39453093336014644
0.7004302593841357,0.16900799786391565,Normal,0.9781934952788098,0.3927934548476765
-0.5751928820711727,-0.01148603262216757,Normal,0.9795922028402091,0.38715461545721214
0.08442134571931513,-0.8962582779906554,Normal,1.041902454526004,0.402886273338209
-0.2014045641430368,-1.0939967934806167,Normal,1.043863262944068,0.42911365263438894
-0.31376711904840254,-0.8965726152425287,Normal,0.9740158114352114,0.408130996632411
-0.6074816316212484,-0.35279248727925777,Normal,0.9941694198220723,0.3948964269568834
-0.044061682772974155,-0.6335140482497387,Normal,0.9994180924593066,0.38655724582596956
-0.17453581066242455,-0.9419847327742247,Normal,0.995187959405267,0.4128888137599455
-0.2609688781361034,-0.5059908034308852,Normal,1.0559653848306891,0.39323139183068284
-0.5971917492567785,0.1475343694357678,Normal,0.9676533899855843,0.388481764716835
-1.4745661345845695,-0.07092596914496996,Normal,1.044946028902885,0.45542188599722216
-0.8316746670797281,-1.2214413062566325,Normal,0.9779450015880465,0.45037215614335047
-1.8256118018243885,-0.9201497042660993,Normal,1.2486435660208313,0.5344138722433978
-0.11268078859333738,0.07873331276025633,Normal,0.982697248419643,0.3818893480053905
-0.7946852889121733,0.2694567093289052,Normal,0.9814799275916407,0.40433448737447114
0.4455601283691045,2.2419749142314394,Anomaly,1.3023688743594701,0.5660340177001405
0.2964380400896741,0.5132621933059258,Normal,0.998880778464273,0.3953483544313564
-0.28928102015337503,0.17348412906420815,Normal,1.0085839973768844,0.38475443003138654
-0.3760446015885014,-0.7546671446372153,Normal,0.9797369139764056,0.4028044037364601
0.29318480259526164,-0.5132701801737334,Normal,0.9971043880806307,0.397306500174349
0.943322587031064,-0.6377706800558891,Normal,1.0029148338184757,0.42701820389767114
0.940037348621417,-0.23705618039710838,Normal,0.9950949932205215,0.41393924104373425
-0.15111837756254617,0.25414440746690603,Normal,0.9776737539682593,0.38087311824204434
1.1805667348142959,-0.5263087918832522,Normal,1.0299772597499346,0.4408136029889095
-0.9781291054141406,0.3219112473387667,Normal,0.9782554219621715,0.4203141543444964
0.19289739566523695,-0.7747313646849152,Normal,1.0101194687310928,0.3991835194191203
-0.24605789278724965,0.0652397119990239,Normal,1.013908415906419,0.38033575246849566
-0.46392783856594194,1.0590174066612597,Normal,1.0440478434346478,0.44648987826846903
0.387266449503694,-0.8881949173918597,Normal,1.0792938827041494,0.41182597873760046
-0.08984195001035733,1.0803729349546107,Normal,0.994539228238777,0.4344612689750278
0.22617163596032366,-0.6283032707793648,Normal,0.9825215938289673,0.3880601494508308
0.45059398294280717,0.39563761018095406,Normal,1.010851835673953,0.3877723565336189
1.3234138972074514,-0.3098286962246243,Normal,1.0355246982068818,0.4433050324602651
0.38175006885195817,-0.4075847854486702,Normal,1.0074128389095836,0.4000444268687029
0.5483599010347442,0.02820107400763713,Normal,1.0080644633136575,0.3908579305241166
-0.4957687104745704,-0.8761212946262946,Normal,1.028400252600983,0.4110076538937622
0.4185949242968477,-0.4914395287779928,Normal,1.0185086023535117,0.4061381416123795
0.02650326161511317,-0.6571946314806743,Normal,0.9883240188026733,0.385775726033836
-0.5009892245076797,-1.0098272784691662,Normal,1.0774633918861822,0.42490797490318855
0.7997965287651722,0.7963480265229866,Normal,1.1125787203824418,0.4374036770233615
0.5248418836793254,0.24762470938973735,Normal,0.9660647093413459,0.38536891688839925
-0.6399845598039039,-0.4986617270847692,Normal,0.9926820986596987,0.4067490477288296
-0.39505816398662147,-0.7843629622910002,Normal,0.9724636013121926,0.40227147058516305
-0.8723852509125453,-1.1964229176409757,Normal,0.9843416468019891,0.4513331967146666
0.0678312781170633,-0.40470103438845684,Normal,1.0003652730609758,0.3847639439226589
-0.18095638353799498,0.8856879384870671,Normal,0.9822545492759843,0.42711901109384837
-0.6158074563370993,-0.5562253258889593,Normal,0.9976858784652579,0.4022674389188002
-0.45613316415295424,-0.1977218122828221,Normal,1.044997693579432,0.39265360471155203
0.25830841890500544,0.410794463608578,Normal,0.9997030977251811,0.38931666167836015
-0.6355465422425928,1.3178651560545143,Normal,1.058329610431131,0.4859303291975707
0.29055459811217066,0.8477604576184061,Normal,1.0256688591591065,0.41915700289404334
-0.29896990421108754,-1.1128800694101013,Normal,1.1414816622797945,0.43079429360945193
-1.3210701209032194,-1.8775582473880044,Normal,1.279850840751919,0.5865449919485586
-0.2259105150796081,0.008377331506694941,Normal,1.0113119009123506,0.383028456960938
1.1700970844104477,-0.2911264996356765,Normal,1.0139561040305203,0.43839550355896995
-0.5407283385295062,-0.1823831682623327,Normal,1.0074633964737245,0.3960368032553744
-1.3785062627528766,0.989458116103415,Normal,1.1064289758401529,0.5064028386903087
0.6202464601167441,-1.0912191031434573,Normal,1.0260939937644227,0.446525591142087
-0.6403420368213331,-0.07147777483708025,Normal,0.9887178858061672,0.39851871287325136
-1.2864409348822754,-0.7349994000866628,Normal,1.0378003786097345,0.46149669489064865
-0.5636762698267471,-0.2778157680571017,Normal,1.0015188906235144,0.39443144958925186
0.22596607844059946,1.127082659323924,Normal,1.013591697236692,0.4406153252528682
-0.1645025909956214,0.1147606066633812,Normal,0.9979353430420307,0.379987124659689
-0.6946065228977346,0.43684742165224394,Normal,1.0166099060336846,0.4132991581359984
-0.06524686356480523,-0.6949462217387956,Normal,0.9923838630859892,0.3894887596737176
1.2354710191434182,1.50342743760025,Normal,1.2449657899240416,0.53830626030556
-0.6812872376820922,0.06246332735102326,Normal,0.9899625347213424,0.3934174809911991
0.05929043566792335,0.28637065398443995,Normal,0.9954806282933516,0.38004279286527404
-1.6825432423985978,-0.39222658155494816,Normal,1.0693971305947112,0.5029104884145179
-1.7235653022565494,-0.1309078043765292,Normal,1.0966967954522118,0.49700577788915035
-0.2766637160787301,0.18579435712843875,Normal,1.0114942313079627,0.38653926852455794
-0.0008425910312790731,-0.48128557912786457,Normal,1.0061669320860949,0.3874823405141243
-0.11365646768583007,1.1484763221742462,Normal,1.0026067078206666,0.44660364719368106
3.0045176483655323,3.2329394620828635,Anomaly,1.097286414653796,0.6747056567377759
-1.6038224170465696,1.0933184195174974,Normal,1.1947957368460398,0.5487614675323212
-0.5521824695535917,-0.034936336351639695,Normal,0.9831408599001907,0.3902166045754753
0.8940824863223241,0.4950092390736211,Normal,1.0549084956705026,0.42256868756117566
0.2304143104721706,-0.8653076517520243,Normal,1.063603765674222,0.40453183128223125
0.025028535889475574,1.4494237252683793,Normal,1.1076905213213988,0.4848868721498689
0.7029108222595424,-0.6468161853981071,Normal,0.9823404771936106,0.413074667723728
0.7326414194038539,0.41416774058802597,Normal,1.0259299412829481,0.3995513722285548
